_id,name,phone,salary,role,location,employeeId,managerId
123913,Kwabena Davis,024 0923551,97110,3,02108,838390,011135
123914,Kwaku Miller,024 1249104,91345,1,94016,144930,011135
123915,John Brown,024 8284877,87480,1,06101,250405,011135
123916,Kwame Miller,024 2297461,94805,2,06101,146079,011135
123917,Jane Johnson,024 7422554,81613,3,02108,609019,011135
123918,Kwame Doe,024 4271828,110115,4,10001,802853,011135
123919,Kwabena Smith,024 1264525,95595,1,94016,191966,011135
123920,Sarah Johnson,024 1675711,102548,1,10001,639946,011135
123921,John Miller,024 6582643,109451,5,94016,999060,011135
123922,Sarah Boafo,024 0600351,99263,5,94016,306151,011135
123923,Kwabena Brown,024 9604441,85188,3,02108,819522,011135
123924,Jane Doe,024 2451297,100925,3,60601,592593,011135
123925,Jane Johnson,024 3336910,107876,5,60601,699270,011135
123926,Kwaku Davis,024 2108404,102585,4,02108,547061,011135
123927,Kwaku Boafo,024 2173554,110866,2,94016,074588,011135
123928,Kwame Doe,024 2274814,84602,1,94016,962594,011135
123929,Kwame Boafo,024 7584837,108305,4,06101,742975,011135
123930,Michael Davis,024 9979223,83316,3,60601,499366,011135
123931,Kwame Johnson,024 7405605,100420,2,60601,808786,011135
123932,John Doe,024 3759379,95404,2,10001,248607,011135
123933,Kwabena Boafo,024 6341526,104432,1,60601,508231,011135
123934,Michael Smith,024 8655403,98277,5,02108,287648,011135
123935,Sarah Williams,024 6025769,101225,4,60601,482303,011135
123936,Jane Williams,024 9303778,106385,5,60601,518397,011135
123937,Sarah Johnson,024 9441380,109585,2,94016,821702,011135
123938,Jane Johnson,024 2889734,96062,3,06101,218315,011135
123939,Kwame Brown,024 2655608,102244,5,06101,386645,011135
123940,Michael Johnson,024 3259396,108071,2,10001,363056,011135
123941,Sarah Miller,024 6905762,85733,4,06101,897953,011135
123942,Michael Brown,024 8025790,80490,2,94016,004469,011135
123943,Kwame Smith,024 3432154,91535,5,10001,283684,011135
123944,Kwame Williams,024 2409742,107043,2,60601,727953,011135
123945,Sarah Williams,024 3844403,84828,2,10001,090169,011135
123946,Kwabena Johnson,024 5656282,109823,1,60601,796485,011135
123947,Kwabena Davis,024 4086613,90687,1,60601,037154,011135
123948,Jane Miller,024 5740116,91932,1,10001,121566,011135
123949,Michael Johnson,024 7704543,87623,5,10001,688652,011135
123950,Kwaku Johnson,024 9871878,114040,4,94016,324811,011135
123951,Kwame Davis,024 6620309,114591,5,10001,216844,011135
123952,William Williams,024 5449949,84225,3,02108,351890,011135
123953,William Boafo,024 6620310,84998,4,94016,609508,011135
123954,Kwame Boafo,024 8162716,90030,2,94016,285067,011135
123955,William Boafo,024 0694248,90878,1,02108,790477,011135
123956,Sarah Johnson,024 2732408,97611,1,06101,363192,011135
123957,Kwame Miller,024 6006720,93005,3,06101,899622,011135
123958,Kwame Brown,024 2205221,81371,4,10001,361532,011135
123959,Jane Davis,024 4845801,105847,5,02108,066726,011135
123960,John Miller,024 7999290,105131,3,06101,968750,011135
123961,Jane Williams,024 0250007,80362,1,02108,464028,011135
123962,Kwabena Williams,024 9319245,101579,3,10001,602748,011135
123963,Kwame Smith,024 5540896,86961,2,60601,210637,011135
123964,Kwaku Williams,024 9700021,102040,3,94016,608907,011135
123965,Kwame Smith,024 8297903,114313,1,06101,474821,011135
123966,John Boafo,024 2326119,95325,2,02108,516437,011135
123967,Kwame Miller,024 0721914,105136,2,94016,017844,011135
123968,Sarah Davis,024 4213938,105123,5,02108,604967,011135
123969,William Johnson,024 8586099,107998,4,60601,501482,011135
123970,Kwame Miller,024 5994906,108925,2,60601,177505,011135
123971,William Brown,024 0062489,107533,1,02108,588601,011135
123972,Michael Johnson,024 2648039,86495,3,94016,307290,011135
123973,John Williams,024 4640120,106492,4,10001,386233,011135
123974,Michael Boafo,024 5052432,90021,3,02108,510486,011135
123975,Jane Doe,024 8043393,90268,2,60601,373863,011135
123976,Kwaku Boafo,024 8446085,84765,2,60601,044925,011135
123977,William Smith,024 0882165,107632,3,10001,071629,011135
123978,William Boafo,024 6281527,109185,2,10001,906999,011135
123979,Jane Smith,024 6779581,91621,1,06101,129229,011135
123980,Michael Doe,024 1473378,89796,4,06101,446683,011135
123981,Michael Williams,024 7954118,95182,4,94016,533580,011135
123982,Sarah Brown,024 7235135,99400,2,02108,212706,011135
123983,Michael Smith,024 8297708,119085,3,02108,913699,011135
123984,Kwaku Johnson,024 7564565,109021,3,10001,159677,011135
123985,Kwame Johnson,024 2093102,101144,2,06101,679188,011135
123986,Kwaku Doe,024 8063454,91688,3,06101,490627,011135
123987,Jane Davis,024 6563872,86990,1,60601,317381,011135
123988,Kwaku Johnson,024 5002187,102364,3,94016,126559,011135
123989,Michael Davis,024 1387026,114430,2,94016,209447,011135
123990,William Doe,024 3164646,87136,2,06101,704763,011135
123991,Kwame Smith,024 7180962,94159,4,94016,891562,011135
123992,William Miller,024 4708366,114888,2,60601,749530,011135
123993,Michael Brown,024 8214331,107957,1,10001,045734,011135
123994,William Johnson,024 0325973,106935,3,06101,262614,011135
123995,William Boafo,024 7277154,88128,5,60601,997595,011135
123996,Sarah Davis,024 5762056,109807,2,94016,520173,011135
123997,John Johnson,024 4147183,118211,1,60601,461253,011135
123998,Kwabena Doe,024 7615560,110783,3,06101,900580,011135
123999,Jane Brown,024 2072569,111149,5,94016,678961,011135
124000,Jane Williams,024 2655627,106589,3,10001,205580,011135
124001,Kwabena Doe,024 7307833,116652,2,94016,174545,011135
124002,John Brown,024 1613484,107783,4,10001,557504,011135
124003,William Brown,024 3573051,93836,2,10001,718607,011135
124004,Kwaku Davis,024 4337686,96608,2,94016,929458,011135
124005,William Boafo,024 1742350,86865,3,60601,411724,011135
124006,Jane Davis,024 3311015,101327,5,02108,377669,011135
124007,Sarah Williams,024 0887862,106252,2,60601,380173,011135
124008,Sarah Brown,024 2433939,93974,5,02108,940855,011135
124009,Sarah Boafo,024 9997691,113932,3,02108,874755,011135
124010,Sarah Miller,024 8017352,102804,2,06101,515759,011135
124011,William Doe,024 8978846,110289,1,02108,873316,011135
124012,John Johnson,024 5039944,95386,3,02108,624576,011135
124013,Kwame Smith,024 5265406,90534,5,06101,222357,011135
124014,Kwabena Miller,024 7249806,84402,4,60601,854352,011135
124015,Michael Miller,024 5299297,97575,4,02108,906490,011135
124016,Kwame Johnson,024 2104287,96082,2,94016,834868,011135
124017,William Davis,024 9470946,100298,3,02108,468737,011135
124018,William Doe,024 4231272,113623,2,06101,295080,011135
124019,John Smith,024 7682015,101701,2,10001,026346,011135
124020,William Brown,024 3447206,90432,1,10001,194015,011135
124021,Sarah Johnson,024 5225212,84092,1,02108,037843,011135
124022,Kwame Brown,024 1538588,104005,3,06101,334451,011135
124023,Michael Smith,024 8536318,84245,2,06101,085869,011135
124024,Michael Davis,024 3654311,99387,1,10001,768131,011135
124025,Michael Brown,024 8594868,86167,3,94016,609583,011135
124026,William Miller,024 2711587,96085,5,60601,849868,011135
124027,John Brown,024 4490305,117986,3,02108,153811,011135
124028,Sarah Brown,024 0174899,117698,3,06101,428869,011135
124029,Michael Smith,024 4395100,84989,3,94016,023815,011135
124030,Kwame Boafo,024 8842033,114280,3,02108,569311,011135
124031,Jane Brown,024 8000380,109963,5,10001,592424,011135
124032,Michael Johnson,024 6268453,96849,2,02108,622861,011135
124033,John Williams,024 3446718,110140,1,10001,020895,011135
124034,Sarah Boafo,024 1530883,99258,2,02108,537988,011135
124035,Kwabena Smith,024 6283421,96150,5,94016,909171,011135
124036,Kwaku Brown,024 9117346,89289,4,94016,617701,011135
124037,Jane Brown,024 9504747,117833,4,06101,981071,011135
124038,John Davis,024 9332222,95882,1,10001,855277,011135
124039,Jane Boafo,024 5484316,116097,3,02108,085354,011135
124040,Kwabena Brown,024 2693794,103534,5,06101,862835,011135
124041,William Johnson,024 1025269,104702,5,60601,906546,011135
124042,William Boafo,024 0861238,93926,2,06101,496568,011135
124043,Michael Smith,024 5879548,91873,5,06101,391068,011135
124044,John Johnson,024 1059824,81974,1,02108,581785,011135
124045,Jane Brown,024 8647428,100274,2,94016,320055,011135
124046,Sarah Doe,024 9197182,119784,2,10001,355973,011135
124047,Sarah Smith,024 6155195,89965,2,06101,909471,011135
124048,Kwaku Doe,024 1578470,95985,4,94016,804025,011135
124049,Sarah Johnson,024 6760560,101288,1,94016,016515,011135
124050,Kwabena Miller,024 2663509,88041,1,06101,170376,011135
124051,Kwabena Miller,024 0361920,90450,4,60601,109902,011135
124052,Jane Doe,024 9665714,82882,1,94016,767547,011135
124053,Kwame Johnson,024 7140586,117819,5,02108,533591,011135
124054,Kwabena Williams,024 4428801,101225,2,94016,942055,011135
124055,William Miller,024 1530073,84050,5,94016,725939,011135
124056,Michael Davis,024 1113315,80375,1,10001,517039,011135
124057,Sarah Smith,024 1305019,88639,3,06101,979528,011135
124058,Kwame Smith,024 6846624,86480,1,60601,578933,011135
124059,Kwabena Doe,024 5335262,108267,2,60601,477030,011135
124060,Kwaku Doe,024 0008918,110084,5,02108,304554,011135
124061,Michael Miller,024 2134038,87345,2,02108,454798,011135
124062,Michael Boafo,024 4815628,113452,3,60601,882025,011135
124063,Sarah Brown,024 8445466,109389,4,60601,116082,011135
124064,Kwabena Brown,024 0694210,106531,3,02108,568191,011135
124065,Kwame Johnson,024 3118343,87664,2,60601,371399,011135
124066,Kwame Johnson,024 3477838,91748,3,06101,601885,011135
124067,Kwame Miller,024 8607079,107508,1,60601,140101,011135
124068,Sarah Boafo,024 9875825,97558,4,06101,302182,011135
124069,John Brown,024 2339267,81531,2,02108,575488,011135
124070,William Williams,024 1229276,111861,4,02108,006156,011135
124071,Kwabena Boafo,024 6021566,92356,5,94016,123853,011135
124072,John Davis,024 6005480,83359,2,06101,873206,011135
124073,John Smith,024 1142427,100747,5,06101,316350,011135
124074,John Davis,024 6708467,115314,1,06101,904863,011135
124075,Michael Williams,024 7849009,104410,5,94016,182440,011135
124076,Kwame Doe,024 1150307,84446,1,02108,008724,011135
124077,Kwame Williams,024 3992881,110149,4,10001,788340,011135
124078,William Miller,024 8182787,97148,4,02108,007285,011135
124079,Kwabena Brown,024 4009316,106808,5,02108,869128,011135
124080,Sarah Smith,024 6763182,111965,2,94016,707938,011135
124081,Sarah Johnson,024 7571166,108128,1,06101,259599,011135
124082,Jane Johnson,024 7882208,113329,2,10001,520755,011135
124083,Kwame Smith,024 2382589,94841,4,10001,647005,011135
124084,Michael Brown,024 3140771,111003,5,06101,734872,011135
124085,Jane Doe,024 5480285,116894,3,06101,764849,011135
124086,John Williams,024 6818225,113958,4,10001,451895,011135
124087,Sarah Johnson,024 4238699,98090,3,02108,382114,011135
124088,Michael Johnson,024 9585463,92868,2,60601,619443,011135
124089,Kwame Boafo,024 3741449,109210,4,02108,015679,011135
124090,William Boafo,024 7908554,115069,1,02108,609652,011135
124091,John Williams,024 3163890,96780,4,06101,677302,011135
124092,Kwame Brown,024 5360412,91291,2,10001,997459,011135
124093,Jane Miller,024 7804284,113447,4,94016,090332,011135
124094,Kwame Smith,024 8897605,91158,5,60601,482161,011135
124095,Sarah Davis,024 9584369,118653,5,94016,595829,011135
124096,Kwabena Johnson,024 3478161,100840,2,94016,593523,011135
124097,Sarah Smith,024 5354092,89125,5,02108,426664,011135
124098,Michael Williams,024 2128316,104966,3,10001,626203,011135
124099,William Johnson,024 7824175,97145,2,10001,098687,011135
124100,Sarah Brown,024 5129391,101522,2,02108,132788,011135
124101,John Brown,024 0592233,89034,4,02108,016710,011135
124102,Kwaku Boafo,024 0260018,92441,1,60601,330784,011135
124103,Jane Brown,024 3174958,92470,1,02108,784991,011135
124104,Michael Miller,024 2847423,105697,2,60601,983455,011135
124105,William Smith,024 5213070,116147,5,60601,556641,011135
124106,William Brown,024 7597017,98108,3,02108,731383,011135
124107,Kwabena Williams,024 9440122,92683,2,02108,251574,011135
124108,Sarah Doe,024 8164173,83384,5,10001,742154,011135
124109,Michael Miller,024 9819520,106955,4,06101,277034,011135
124110,Kwabena Johnson,024 3886431,82641,1,02108,424364,011135
124111,Kwabena Smith,024 0134261,98395,4,02108,401394,011135
124112,Kwame Brown,024 5222444,94414,4,06101,389918,011135
124113,Sarah Davis,024 1259905,119403,2,10001,342044,011135
124114,William Davis,024 1617225,91540,3,06101,149198,011135
124115,Jane Johnson,024 9613872,110361,2,60601,540209,011135
124116,Kwame Doe,024 8771437,90083,5,60601,075735,011135
124117,Sarah Miller,024 8505309,113191,5,60601,881913,011135
124118,Jane Smith,024 9320094,116662,3,60601,377390,011135
124119,Sarah Doe,024 2586707,116119,3,60601,208163,011135
124120,Kwame Brown,024 4577368,113497,4,94016,019807,011135
124121,Kwaku Doe,024 5789581,108637,2,94016,667618,011135
124122,Kwabena Williams,024 4183549,101263,5,60601,137140,011135
124123,Kwaku Williams,024 0709849,107321,4,06101,603485,011135
124124,Kwabena Johnson,024 9314484,95216,3,06101,754311,011135
124125,Sarah Williams,024 6636007,90482,1,10001,303578,011135
124126,Sarah Davis,024 1238503,87870,2,94016,487159,011135
124127,Michael Brown,024 9794277,101253,2,06101,613066,011135
124128,Kwaku Davis,024 2190252,115488,5,10001,048178,011135
124129,Kwaku Miller,024 8148273,103398,4,06101,073511,011135
124130,Jane Davis,024 6394537,114264,3,94016,312603,011135
124131,William Doe,024 5984034,99099,1,60601,745742,011135
124132,William Smith,024 1957862,98752,4,94016,690718,011135
124133,Kwabena Doe,024 1248977,103478,2,60601,161196,011135
124134,Michael Brown,024 3877646,117440,1,02108,299277,011135
124135,Michael Williams,024 6458826,81508,3,94016,233565,011135
124136,Michael Miller,024 8151300,80241,1,06101,038502,011135
124137,Jane Davis,024 8997442,98004,5,10001,549631,011135
124138,Kwaku Johnson,024 8473569,119447,1,06101,832936,011135
124139,Kwabena Doe,024 5606606,94655,3,10001,698811,011135
124140,Kwabena Smith,024 1354127,84025,2,60601,897291,011135
124141,Sarah Davis,024 1300993,94607,2,06101,330404,011135
124142,Sarah Boafo,024 9010125,116814,4,60601,305029,011135
124143,Kwame Williams,024 3511403,92978,1,94016,418174,011135
124144,Jane Boafo,024 4620188,87841,1,02108,547481,011135
124145,Kwabena Doe,024 2168338,98223,3,60601,978573,011135
124146,Jane Boafo,024 8220110,83706,2,06101,888680,011135
124147,William Williams,024 2233303,101160,1,60601,181487,011135
124148,Michael Doe,024 4828170,115774,1,10001,514677,011135
124149,Jane Johnson,024 6840620,93103,3,10001,539941,011135
124150,John Davis,024 1887816,87740,2,06101,419694,011135
124151,William Smith,024 6081894,101929,3,10001,669163,011135
124152,Sarah Miller,024 7145055,95265,3,06101,915039,011135
124153,Jane Williams,024 4315354,88014,2,06101,648200,011135
124154,John Doe,024 2673031,106218,3,60601,127298,011135
124155,Kwame Boafo,024 8958823,118989,3,06101,185054,011135
124156,Kwaku Johnson,024 7741885,84208,4,94016,379386,011135
124157,Kwabena Brown,024 5067922,91986,3,94016,673512,011135
124158,Sarah Brown,024 4762953,95274,5,94016,936565,011135
124159,William Smith,024 2556501,98983,2,60601,715004,011135
124160,Kwaku Davis,024 9197724,87245,4,02108,205959,011135
124161,William Boafo,024 2241823,81507,1,02108,441156,011135
124162,William Davis,024 6730242,119035,1,94016,285557,011135
124163,Sarah Johnson,024 0669377,112043,5,10001,228105,011135
124164,Michael Doe,024 2210591,91521,1,94016,351704,011135
124165,Kwaku Johnson,024 0434626,118420,2,10001,581857,011135
124166,Kwame Johnson,024 6939307,108494,3,10001,224053,011135
124167,Kwaku Boafo,024 6983527,98813,3,60601,927896,011135
124168,John Doe,024 3328948,113003,5,94016,570899,011135
124169,Sarah Williams,024 9042680,108356,4,02108,309525,011135
124170,William Davis,024 2506111,86582,1,06101,873972,011135
124171,William Williams,024 1223608,93139,5,60601,252525,011135
124172,Jane Smith,024 8378037,107995,1,94016,492863,011135
124173,Jane Davis,024 3956987,117883,3,60601,600828,011135
124174,Kwabena Boafo,024 8813999,99752,3,94016,328144,011135
124175,William Miller,024 3139386,101704,3,10001,792450,011135
124176,Kwabena Miller,024 2914066,94289,2,06101,401251,011135
124177,Sarah Williams,024 7778640,106435,2,06101,417908,011135
124178,Michael Brown,024 6499863,104760,3,94016,113858,011135
124179,Sarah Johnson,024 6211970,100530,3,10001,810027,011135
124180,Kwabena Johnson,024 7577777,119643,5,60601,773123,011135
124181,Kwame Brown,024 0245529,109588,5,94016,007380,011135
124182,Sarah Doe,024 7690320,82883,5,94016,327555,011135
124183,Kwaku Johnson,024 2817709,84765,4,06101,146701,011135
124184,Sarah Doe,024 8909330,115910,3,06101,889525,011135
124185,Kwame Doe,024 4745746,95885,5,60601,635784,011135
124186,Jane Johnson,024 2298424,92843,4,06101,535611,011135
124187,William Smith,024 1831388,100662,5,02108,402835,011135
124188,Kwaku Doe,024 3872796,83293,3,94016,153128,011135
124189,Kwabena Davis,024 4334060,96849,2,02108,870539,011135
124190,William Davis,024 3120561,83931,4,02108,043096,011135
124191,John Brown,024 1919963,117438,4,60601,466772,011135
124192,Sarah Miller,024 9943615,83384,5,06101,837620,011135
124193,Jane Johnson,024 0648426,87630,5,06101,267528,011135
124194,Kwaku Johnson,024 0290632,93553,4,60601,456398,011135
124195,William Brown,024 0138088,89319,2,10001,894075,011135
124196,Sarah Brown,024 8700643,114659,1,02108,072836,011135
124197,Kwaku Doe,024 4023575,114359,5,60601,285803,011135
124198,John Doe,024 1329136,111794,1,06101,343395,011135
124199,Kwame Brown,024 0600841,112720,5,60601,128755,011135
124200,Kwabena Smith,024 2961133,110579,3,10001,571338,011135
124201,William Johnson,024 9402452,104349,3,02108,487917,011135
124202,Sarah Doe,024 1767465,117579,4,10001,955656,011135
124203,Michael Boafo,024 0779062,92373,1,02108,577614,011135
124204,Kwabena Johnson,024 4905021,84897,4,02108,733755,011135
124205,Sarah Smith,024 2301262,105341,1,06101,473654,011135
124206,Sarah Davis,024 9007598,96716,2,10001,515033,011135
124207,Sarah Johnson,024 9648797,93958,3,10001,652648,011135
124208,Kwabena Smith,024 1406455,117009,4,94016,947029,011135
124209,John Johnson,024 2782189,85971,5,10001,471502,011135
124210,John Doe,024 3307238,96797,1,10001,166740,011135
124211,Michael Brown,024 1343599,82944,5,02108,765670,011135
124212,John Smith,024 0963420,96356,5,94016,382640,011135
124213,John Doe,024 7717353,107648,1,06101,792886,011135
124214,William Johnson,024 4717211,85618,2,60601,698784,011135
124215,John Doe,024 7226225,96509,2,60601,288737,011135
124216,Michael Doe,024 1456052,119557,3,94016,094012,011135
124217,Sarah Johnson,024 3404036,113257,4,02108,103132,011135
124218,Michael Boafo,024 6536165,94396,4,94016,885157,011135
124219,Kwabena Miller,024 1605903,95706,5,06101,427143,011135
124220,Kwame Miller,024 7372954,106533,2,02108,905723,011135
124221,Kwaku Miller,024 2406766,108101,5,10001,719727,011135
124222,William Davis,024 9907616,84890,3,02108,475114,011135
124223,Sarah Doe,024 8866453,110712,3,02108,859736,011135
124224,Jane Williams,024 5176769,80957,2,94016,376616,011135
124225,William Brown,024 6458552,81042,2,06101,844603,011135
124226,John Brown,024 7151055,91554,3,06101,088427,011135
124227,Kwabena Davis,024 9039930,98538,2,02108,217484,011135
124228,Jane Johnson,024 8763773,85994,4,10001,940133,011135
124229,Kwame Boafo,024 8652150,83251,2,06101,244910,011135
124230,Kwaku Boafo,024 4983244,91283,2,60601,838449,011135
124231,Sarah Miller,024 0026099,119120,2,10001,532512,011135
124232,Michael Williams,024 3224491,105829,2,02108,370686,011135
124233,Jane Smith,024 8652357,87971,3,06101,116390,011135
124234,William Williams,024 7975186,92505,2,02108,589004,011135
124235,John Doe,024 0657805,89736,1,06101,835194,011135
124236,Jane Williams,024 9546730,108387,3,60601,119913,011135
124237,Kwabena Doe,024 1431773,111753,3,60601,167810,011135
124238,Kwaku Davis,024 2746192,84202,1,10001,224925,011135
124239,William Miller,024 7787929,109466,2,06101,798678,011135
124240,John Brown,024 2921991,87513,1,10001,277216,011135
124241,Sarah Brown,024 2628982,108884,3,60601,661622,011135
124242,Michael Williams,024 5519660,115878,1,60601,061878,011135
124243,William Brown,024 8946701,97296,4,06101,827133,011135
124244,Jane Brown,024 2145952,114381,4,60601,727484,011135
124245,Kwaku Boafo,024 1537067,82733,5,94016,640274,011135
124246,Kwame Williams,024 3468574,118879,4,60601,405807,011135
124247,Kwame Johnson,024 4075438,90230,1,94016,066745,011135
124248,Kwabena Johnson,024 5395927,86640,2,94016,106157,011135
124249,William Doe,024 5814264,96968,1,10001,434343,011135
124250,John Brown,024 7038369,112399,2,94016,007666,011135
124251,William Brown,024 8437315,99053,3,06101,777182,011135
124252,Kwame Miller,024 8051415,92470,4,02108,894408,011135
124253,John Miller,024 1951671,98710,3,06101,602226,011135
124254,John Doe,024 8291174,86488,5,06101,519948,011135
124255,Kwaku Johnson,024 0086942,106520,4,94016,051624,011135
124256,Jane Boafo,024 1783969,99398,3,02108,156760,011135
124257,Kwame Williams,024 8542595,81139,4,06101,890864,011135
124258,John Boafo,024 2653018,82376,3,94016,281586,011135
124259,Michael Boafo,024 6990578,91056,4,60601,933024,011135
124260,Kwame Miller,024 3903220,101972,4,06101,199913,011135
124261,William Davis,024 7260933,109719,4,06101,581949,011135
124262,Kwaku Williams,024 1880764,81098,5,02108,467554,011135
124263,Kwame Brown,024 7212637,112537,2,94016,270217,011135
124264,Sarah Johnson,024 9032008,97514,4,06101,811658,011135
124265,John Smith,024 7308631,92645,5,10001,517539,011135
124266,Jane Doe,024 8530342,109745,3,02108,959308,011135
124267,Kwame Williams,024 4669980,107771,4,60601,475504,011135
124268,Jane Brown,024 7997264,110586,2,02108,885714,011135
124269,Kwaku Johnson,024 3081980,84435,1,94016,966169,011135
124270,Kwabena Williams,024 7165698,94100,5,10001,763440,011135
124271,Kwame Johnson,024 2362496,84705,5,10001,827255,011135
124272,Kwaku Miller,024 3039858,97425,4,60601,229051,011135
124273,Kwame Doe,024 0148282,97562,5,06101,023533,011135
124274,Sarah Brown,024 4749288,93592,5,60601,259578,011135
124275,Jane Williams,024 8458441,97148,2,94016,047294,011135
124276,Sarah Miller,024 0680534,109735,5,06101,663886,011135
124277,Sarah Williams,024 3798834,107884,1,10001,131289,011135
124278,Michael Davis,024 2711697,99019,2,94016,134632,011135
124279,Sarah Smith,024 2427980,108895,5,02108,225855,011135
124280,Kwame Johnson,024 0867397,103110,5,60601,960079,011135
124281,Michael Johnson,024 2277989,104052,4,06101,969241,011135
124282,Kwaku Brown,024 0258224,100084,3,10001,676027,011135
124283,Kwaku Davis,024 1058743,104566,1,10001,347728,011135
124284,Michael Boafo,024 0666462,116363,4,60601,909407,011135
124285,Sarah Brown,024 1110143,99456,2,02108,910735,011135
124286,Jane Johnson,024 9576943,117276,1,02108,953942,011135
124287,Michael Brown,024 2509818,85708,1,60601,552689,011135
124288,John Brown,024 4752787,107649,4,10001,225542,011135
124289,Kwaku Boafo,024 3914094,119340,1,60601,258446,011135
124290,Kwabena Davis,024 4606965,109354,1,02108,592593,011135
124291,Kwame Doe,024 0981350,83400,4,94016,584652,011135
124292,Kwame Johnson,024 4134078,105822,4,06101,627089,011135
124293,William Williams,024 9845591,104849,3,06101,000687,011135
124294,William Smith,024 8026542,118695,5,10001,352464,011135
124295,William Davis,024 2678815,86346,3,60601,912946,011135
124296,John Smith,024 4795358,113170,3,06101,671540,011135
124297,Michael Davis,024 4457183,104184,3,94016,044615,011135
124298,Sarah Johnson,024 8919471,118073,3,94016,401836,011135
124299,Sarah Doe,024 6627361,96604,5,94016,281953,011135
124300,Kwabena Boafo,024 3345285,117384,2,02108,624478,011135
124301,Kwabena Brown,024 2321229,86228,4,94016,704794,011135
124302,Jane Johnson,024 4356319,108232,5,60601,813241,011135
124303,Kwaku Williams,024 3088587,82472,1,02108,936598,011135
124304,William Doe,024 1670811,96153,5,94016,155598,011135
124305,John Boafo,024 8622494,95326,2,06101,002594,011135
124306,Sarah Williams,024 7254495,87260,2,10001,481025,011135
124307,Jane Williams,024 5646906,100895,2,10001,637958,011135
124308,Kwame Boafo,024 8270755,103481,5,02108,069851,011135
124309,Jane Brown,024 6627932,106895,3,02108,581068,011135
124310,John Doe,024 3310813,108009,4,10001,371054,011135
124311,Sarah Brown,024 6336460,91197,5,10001,176799,011135
124312,Kwaku Davis,024 9217847,80314,2,06101,275662,011135
124313,Kwabena Boafo,024 1634570,88657,4,06101,665266,011135
124314,Kwaku Davis,024 7920090,113649,4,10001,169717,011135
124315,Kwaku Boafo,024 6542493,81745,1,06101,041157,011135
124316,Kwabena Brown,024 9936577,86530,1,60601,919980,011135
124317,Kwabena Williams,024 0182214,89397,2,10001,886291,011135
124318,Kwabena Doe,024 6815020,98919,1,94016,645663,011135
124319,Kwabena Johnson,024 1257050,94141,2,60601,715829,011135
124320,Kwabena Smith,024 6146138,96533,1,02108,354591,011135
124321,Kwame Johnson,024 5194184,93445,4,06101,290338,011135
124322,Sarah Doe,024 1272674,86946,4,60601,989534,011135
124323,Jane Smith,024 3692962,108414,5,10001,122665,011135
124324,Kwaku Smith,024 0939224,93553,1,60601,736791,011135
124325,John Doe,024 1702732,107073,3,06101,137804,011135
124326,Kwaku Brown,024 7638461,85924,4,94016,355831,011135
124327,William Williams,024 4506923,81472,2,02108,996830,011135
124328,John Doe,024 8452312,81278,3,06101,081175,011135
124329,Michael Brown,024 0325862,80785,3,06101,401040,011135
124330,Kwame Boafo,024 6075417,80438,5,02108,176745,011135
124331,John Smith,024 7420274,112571,1,94016,579752,011135
124332,Kwabena Johnson,024 5278023,89086,4,06101,562039,011135
124333,Michael Doe,024 6811311,112676,1,60601,013059,011135
124334,Sarah Johnson,024 2501720,85728,1,94016,095420,011135
124335,Kwabena Miller,024 6686446,86195,3,06101,688709,011135
124336,Kwame Miller,024 3546330,104025,1,94016,698283,011135
124337,Jane Williams,024 3981429,118515,3,94016,960773,011135
124338,Michael Smith,024 4625803,84995,2,60601,081523,011135
124339,Kwame Smith,024 6129741,83569,4,06101,887826,011135
124340,Kwame Miller,024 7801903,94871,4,02108,488033,011135
124341,William Miller,024 6897363,89178,1,06101,307318,011135
124342,Michael Miller,024 4104827,88490,3,60601,564926,011135
124343,Jane Johnson,024 1228476,112231,4,60601,034248,011135
124344,Michael Brown,024 9445694,95958,5,02108,778100,011135
124345,Kwabena Miller,024 3937789,99448,3,94016,193867,011135
124346,Michael Doe,024 5708906,110890,1,94016,442099,011135
124347,Kwame Williams,024 2237961,88262,3,02108,243037,011135
124348,John Williams,024 2276999,84482,4,60601,284695,011135
124349,Kwaku Boafo,024 8064419,108207,1,02108,902423,011135
124350,Jane Smith,024 9616261,92461,4,60601,921228,011135
124351,Kwaku Doe,024 7737290,104043,3,06101,661730,011135
124352,Kwame Boafo,024 5970842,105971,3,06101,225829,011135
124353,Michael Doe,024 7661752,92029,5,10001,092732,011135
124354,Kwabena Boafo,024 6914294,104238,3,94016,527955,011135
124355,William Brown,024 2026769,86321,3,94016,143573,011135
124356,Michael Johnson,024 9037908,87008,1,02108,935082,011135
124357,Michael Smith,024 8940857,103857,4,02108,801448,011135
124358,Kwabena Doe,024 4085356,86220,3,06101,220758,011135
124359,William Smith,024 1134060,115590,3,94016,026201,011135
124360,Sarah Williams,024 6396977,108720,4,10001,844550,011135
124361,William Smith,024 7446667,117949,5,94016,266898,011135
124362,John Johnson,024 7886596,86640,2,06101,162214,011135
124363,William Davis,024 7235680,111672,4,06101,681321,011135
124364,William Miller,024 8109748,96542,4,06101,156149,011135
124365,Sarah Brown,024 8679465,88426,3,60601,622819,011135
124366,Sarah Williams,024 3574851,97123,3,06101,057883,011135
124367,Kwabena Miller,024 5454632,113343,5,60601,669423,011135
124368,William Doe,024 7983542,91559,1,94016,326475,011135
124369,Sarah Doe,024 0545677,96411,3,94016,730919,011135
